timestamp,meter,meter_reading,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
2016-01-01 00:00:00,0,299.0,5.6,0.0,-0.6,0.0,1019.5,300.0,2.6
2016-01-01 00:00:00,1,695.555,5.6,0.0,-0.6,0.0,1019.5,300.0,2.6
2016-01-01 00:00:00,2,899.64,5.6,0.0,-0.6,0.0,1019.5,300.0,2.6
2016-01-01 00:00:00,3,840.8610000000001,5.6,0.0,-0.6,0.0,1019.5,300.0,2.6
2016-01-01 01:00:00,0,298.0,5.6,0.0,-0.6,0.0,1019.5,300.0,2.6
2016-01-01 01:00:00,1,830.408,5.6,0.0,-0.6,0.0,1019.5,300.0,2.6
2016-01-01 01:00:00,2,1019.59,5.6,0.0,-0.6,0.0,1019.5,300.0,2.6
2016-01-01 01:00:00,3,942.818,5.6,0.0,-0.6,0.0,1019.5,300.0,2.6
2016-01-01 02:00:00,0,299.0,5.6,4.0,-0.6,0.0,1019.5,300.0,2.6
2016-01-01 02:00:00,1,646.394,5.6,4.0,-0.6,0.0,1019.5,300.0,2.6
2016-01-01 02:00:00,2,1319.47,5.6,4.0,-0.6,0.0,1019.5,300.0,2.6
2016-01-01 02:00:00,3,833.966,5.6,4.0,-0.6,0.0,1019.5,300.0,2.6
2016-01-01 03:00:00,0,293.0,5.6,4.0,-1.1,0.0,1019.5,300.0,1.5
2016-01-01 03:00:00,1,662.382,5.6,4.0,-1.1,0.0,1019.5,300.0,1.5
2016-01-01 03:00:00,2,899.64,5.6,4.0,-1.1,0.0,1019.5,300.0,1.5
2016-01-01 03:00:00,3,941.321,5.6,4.0,-1.1,0.0,1019.5,300.0,1.5
2016-01-01 04:00:00,0,310.0,5.0,4.0,-2.2,0.0,1019.0,290.0,3.1
2016-01-01 04:00:00,1,672.578,5.0,4.0,-2.2,0.0,1019.0,290.0,3.1
2016-01-01 04:00:00,2,899.64,5.0,4.0,-2.2,0.0,1019.0,290.0,3.1
2016-01-01 04:00:00,3,1008.24,5.0,4.0,-2.2,0.0,1019.0,290.0,3.1
2016-01-01 05:00:00,0,284.0,4.4,4.0,-2.2,0.0,1019.0,300.0,4.1
2016-01-01 05:00:00,1,576.014,4.4,4.0,-2.2,0.0,1019.0,300.0,4.1
2016-01-01 05:00:00,2,1259.5,4.4,4.0,-2.2,0.0,1019.0,300.0,4.1
2016-01-01 05:00:00,3,896.7439999999999,4.4,4.0,-2.2,0.0,1019.0,300.0,4.1
2016-01-01 06:00:00,0,298.0,4.4,4.0,-2.8,0.0,1018.5,300.0,2.6
2016-01-01 06:00:00,1,620.534,4.4,4.0,-2.8,0.0,1018.5,300.0,2.6
2016-01-01 06:00:00,2,1139.54,4.4,4.0,-2.8,0.0,1018.5,300.0,2.6
2016-01-01 06:00:00,3,1073.08,4.4,4.0,-2.8,0.0,1018.5,300.0,2.6
2016-01-01 07:00:00,0,283.0,3.9,4.0,-2.8,0.0,1018.0,300.0,3.6
2016-01-01 07:00:00,1,591.759,3.9,4.0,-2.8,0.0,1018.0,300.0,3.6
2016-01-01 07:00:00,2,1259.5,3.9,4.0,-2.8,0.0,1018.0,300.0,3.6
2016-01-01 07:00:00,3,1158.4,3.9,4.0,-2.8,0.0,1018.0,300.0,3.6
2016-01-01 08:00:00,0,298.0,3.9,0.0,-3.3,0.0,1018.5,300.0,4.1
2016-01-01 08:00:00,1,590.303,3.9,0.0,-3.3,0.0,1018.5,300.0,4.1
2016-01-01 08:00:00,2,1319.47,3.9,0.0,-3.3,0.0,1018.5,300.0,4.1
2016-01-01 08:00:00,3,1068.49,3.9,0.0,-3.3,0.0,1018.5,300.0,4.1
2016-01-01 09:00:00,0,312.0,3.3,0.0,-3.3,0.0,1018.0,280.0,3.1
2016-01-01 09:00:00,1,633.6030000000001,3.3,0.0,-3.3,0.0,1018.0,280.0,3.1
2016-01-01 09:00:00,2,1379.45,3.3,0.0,-3.3,0.0,1018.0,280.0,3.1
2016-01-01 09:00:00,3,1026.08,3.3,0.0,-3.3,0.0,1018.0,280.0,3.1
2016-01-01 10:00:00,0,309.0,3.3,0.0,-3.3,0.0,1018.0,280.0,2.6
2016-01-01 10:00:00,1,777.582,3.3,0.0,-3.3,0.0,1018.0,280.0,2.6
2016-01-01 10:00:00,2,1259.5,3.3,0.0,-3.3,0.0,1018.0,280.0,2.6
2016-01-01 10:00:00,3,1011.93,3.3,0.0,-3.3,0.0,1018.0,280.0,2.6
2016-01-01 11:00:00,0,299.0,3.3,0.0,-3.3,0.0,1018.0,280.0,2.6
2016-01-01 11:00:00,1,689.795,3.3,0.0,-3.3,0.0,1018.0,280.0,2.6
2016-01-01 11:00:00,2,1019.59,3.3,0.0,-3.3,0.0,1018.0,280.0,2.6
2016-01-01 11:00:00,3,1122.04,3.3,0.0,-3.3,0.0,1018.0,280.0,2.6
2016-01-01 12:00:00,0,326.0,2.8,2.0,-3.3,0.0,1018.0,300.0,2.6
2016-01-01 12:00:00,1,722.7560000000001,2.8,2.0,-3.3,0.0,1018.0,300.0,2.6
2016-01-01 12:00:00,2,1319.47,2.8,2.0,-3.3,0.0,1018.0,300.0,2.6
2016-01-01 12:00:00,3,1079.53,2.8,2.0,-3.3,0.0,1018.0,300.0,2.6
2016-01-01 13:00:00,0,317.0,2.8,2.0,-2.8,0.0,1018.5,270.0,1.5
2016-01-01 13:00:00,1,700.8,2.8,2.0,-2.8,0.0,1018.5,270.0,1.5
2016-01-01 13:00:00,2,1139.54,2.8,2.0,-2.8,0.0,1018.5,270.0,1.5
2016-01-01 13:00:00,3,963.587,2.8,2.0,-2.8,0.0,1018.5,270.0,1.5
2016-01-01 14:00:00,0,306.0,3.3,2.0,-2.8,0.0,1018.0,290.0,2.6
2016-01-01 14:00:00,1,647.021,3.3,2.0,-2.8,0.0,1018.0,290.0,2.6
2016-01-01 14:00:00,2,1019.59,3.3,2.0,-2.8,0.0,1018.0,290.0,2.6
2016-01-01 14:00:00,3,942.568,3.3,2.0,-2.8,0.0,1018.0,290.0,2.6
2016-01-01 15:00:00,0,327.0,3.9,2.0,-3.9,0.0,1018.5,300.0,2.6
2016-01-01 15:00:00,1,630.183,3.9,2.0,-3.9,0.0,1018.5,300.0,2.6
2016-01-01 15:00:00,2,1199.52,3.9,2.0,-3.9,0.0,1018.5,300.0,2.6
2016-01-01 15:00:00,3,876.7460000000001,3.9,2.0,-3.9,0.0,1018.5,300.0,2.6
2016-01-01 16:00:00,0,338.0,3.9,2.0,-3.3,0.0,1018.0,280.0,3.6
2016-01-01 16:00:00,1,756.806,3.9,2.0,-3.3,0.0,1018.0,280.0,3.6
2016-01-01 16:00:00,2,1079.57,3.9,2.0,-3.3,0.0,1018.0,280.0,3.6
2016-01-01 16:00:00,3,818.584,3.9,2.0,-3.3,0.0,1018.0,280.0,3.6
2016-01-01 17:00:00,0,309.0,4.4,2.0,-3.3,0.0,1017.0,290.0,5.1
2016-01-01 17:00:00,1,637.021,4.4,2.0,-3.3,0.0,1017.0,290.0,5.1
2016-01-01 17:00:00,2,1199.52,4.4,2.0,-3.3,0.0,1017.0,290.0,5.1
2016-01-01 17:00:00,3,928.378,4.4,2.0,-3.3,0.0,1017.0,290.0,5.1
2016-01-01 18:00:00,0,331.0,3.9,2.0,-3.9,0.0,1016.0,280.0,4.6
2016-01-01 18:00:00,1,659.995,3.9,2.0,-3.9,0.0,1016.0,280.0,4.6
2016-01-01 18:00:00,2,1019.59,3.9,2.0,-3.9,0.0,1016.0,280.0,4.6
